"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"PagodinhaZeca","2026-01-03","14:44:03","@BolsonaroSP @policiafederal Sorte a nossa, então",0,49,6,0,2,2,0,"",0.5157127976417542,0.45029860734939575,0.0339885912835598,"positivo"
"severinosertaox","2026-01-03","14:43:30","@lula_livre_jah @BolsonaroSP @policiafederal sujeito lulista falando em trabalho",0,80,8,0,3,0,0,"",0.007921225391328335,0.05069631710648537,0.9413824081420898,"negativo"
"portella_bea","2026-01-03","14:43:11","@BolsonaroSP @policiafederal Seu irmão aqui sendo candidato a presidente. Malandro, apoiado no cargo do pai e inércia da justiça, conseguiu se esquivar de investigações de lavagem de dinheiro, rachadinha, compra de mansão. Vc, tonto, achou que tinha habilidades internacionais além de uma chapa de lanchonete",0,308,45,0,2,0,0,"",0.013275294564664364,0.06133929267525673,0.9253854751586914,"negativo"
"deambrosio_caio","2026-01-03","14:42:01","@BolsonaroSP @policiafederal Mas você nem tá indo trabalhar cara, DEIXA SE SER VAGABUNDO",0,88,13,0,2,0,0,"",0.006112794857472181,0.02957688830792904,0.9643102288246155,"negativo"
"Vitor2016","2026-01-03","14:40:30","@BolsonaroSP @policiafederal Vai trabalhar vaga#und@! Acabou a mamata",0,69,8,0,2,0,0,"",0.006920882500708103,0.024494243785738945,0.9685848355293274,"negativo"
"zedascouvesfma","2026-01-03","14:38:21","@BolsonaroSP @policiafederal Vai trabalhar, vagabundo!!!!",0,57,5,0,2,0,0,"",0.0085219107568264,0.02596820890903473,0.965509831905365,"negativo"
"tointx","2026-01-03","14:36:27","@BolsonaroSP @policiafederal Esse chromakey mal feito aí bananola? Todo mundo sabe que você não está nos EUA",0,108,17,0,2,0,0,"",0.007391050457954407,0.046277835965156555,0.9463310837745667,"negativo"
"christianne71","2026-01-03","14:36:11","@BolsonaroSP @policiafederal Quer continuar mamando nas telas do país sem mexer uma palha desempenhando suas funções! Quer se aposentar trabalhe ou fique nos EUA,nosso país agradece.",0,182,26,0,2,0,0,"",0.06475777924060822,0.2834201455116272,0.6518220901489258,"negativo"
"Leonard11775798","2026-01-03","14:34:13","@BolsonaroSP @policiafederal Vai Trabalhar vagabundo! Esse povo adora mamar na teta do dinheiro do povo.",0,104,15,0,2,0,0,"",0.01124988216906786,0.029010532423853874,0.9597395062446594,"negativo"
"luiza32742","2026-01-03","14:33:01","@BolsonaroSP @policiafederal Além de admitir que parlamentares são RATOS privilegiados, ainda esnobou servidor público…olha ELA!…..kkkkkkkkkkkkkkkkkkkkkkkkkkkkk",0,160,15,0,2,0,0,"",0.014598892070353031,0.095331110060215,0.8900700211524963,"negativo"
"luccaslima_0","2026-01-03","14:32:19","@BolsonaroSP @policiafederal A lógica é maravilhosa: “Como assim outras pessoas cometem crimes e eu não posso? Que absurdo.”",0,124,18,0,2,1,0,"",0.6953138709068298,0.05507386103272438,0.24961227178573608,"positivo"
"JoanneNascimen5","2026-01-03","14:30:12","@BolsonaroSP @policiafederal É um cagão. Não volta porque sabe que vai ser preso. https://t.co/yxW1UM8lv8",1,105,14,0,2,0,0,"",0.004227858502417803,0.018089869990944862,0.9776822924613953,"negativo"
"Andresxp86","2026-01-03","14:28:43","@BolsonaroSP @policiafederal Pau no cu seu oatrio do caralho",0,60,9,0,2,0,0,"",0.008280142210423946,0.011101286858320236,0.9806185364723206,"negativo"
"VidalV35737840","2026-01-03","14:28:20","@BolsonaroSP @policiafederal Fdp a polícia federal só te convocou para o retorno das suas atividades como servidor , vc que falava em uma cabo e um saldado fechar o STF , está com medo de um ministro só ? Vai ficar de mimimi até quando ?",0,237,46,0,2,0,0,"",0.012123784981667995,0.03950185328722,0.948374330997467,"negativo"
"DeHerrmann25","2026-01-03","14:28:13","@BolsonaroSP @policiafederal E essa cara esticada aí?",0,53,7,0,2,0,0,"",0.034766338765621185,0.4775693416595459,0.4876643419265747,"negativo"
"AlencarJaime1","2026-01-03","14:27:42","@BolsonaroSP @policiafederal Kkkkk",0,34,3,0,2,0,0,"",0.2878306806087494,0.6253487467765808,0.08682053536176682,"neutro"
"reginaldoborges","2026-01-03","14:27:32","@BolsonaroSP @policiafederal E não fizeram o que tinham que fazer? A PF é obrigada a chamar você de volta e caso não volte a consequência é um roteiro legal.",0,157,29,0,2,0,0,"",0.025996852666139603,0.3858530819416046,0.5881500840187073,"negativo"
"Fabio_Esquerda","2026-01-03","14:25:40","@BolsonaroSP @policiafederal Vai trabalhar vagabundo 😂",0,54,6,1,2,0,0,"",0.15881255269050598,0.19866399466991425,0.6425234079360962,"negativo"
"cyberdlock","2026-01-03","14:24:21","@clarke_de_souza @BolsonaroSP @policiafederal Clarice, você está muito enganada. Ninguém está com vagabundo. Pode ter certeza que o salão que fazem as unhas também está contra. A senhora é uma marmita de vagabundo. Deveria ter vergonha dessa sua peleguice. https://t.co/jJZ025mbot",1,280,39,0,3,0,0,"",0.004966445732861757,0.00948267336934805,0.9855508804321289,"negativo"
"quenanileal","2026-01-03","14:24:02","@BolsonaroSP @policiafederal Mas é para você voltar a trabalhar, meu caro. O que há de errado nisso? Trabalho dignifica o homem!",0,128,21,0,2,0,0,"",0.23751604557037354,0.3158031702041626,0.4466807246208191,"negativo"
"TiagoHenriquecr","2026-01-03","14:21:54","@DboraPa79045505 @marioadolfo @cryssue @BolsonaroSP @policiafederal Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk só pode ser bot",0,150,10,0,5,0,0,"",0.013326934538781643,0.14167961478233337,0.844993531703949,"negativo"
"LenirRodri46334","2026-01-03","14:21:19","@clarke_de_souza @BolsonaroSP @policiafederal Ele quer continuar com o cargo sem trabalhar? É isso mesmo?",0,105,14,0,3,0,0,"",0.006703670136630535,0.27083754539489746,0.7224586606025696,"negativo"
"willpalhe7a","2026-01-03","14:19:28","@BolsonaroSP @policiafederal Quem eles pensam que são pra querer que tu trabalhe, né bananinha? Onde já se viu",0,110,18,0,2,0,0,"",0.003972633741796017,0.016782108694314957,0.9792453050613403,"negativo"
"RafaelMaul1","2026-01-03","14:19:21","@delaurentiis_br @BolsonaroSP @policiafederal Deixa a puta da Janja fora dessa história",0,87,11,0,3,0,0,"",0.0035899346694350243,0.011268620379269123,0.985141396522522,"negativo"
"AGoudv","2026-01-03","14:19:12","@BolsonaroSP @policiafederal vc devia passar por uma avaliação psiquiátrica, pq não é possível que isso seja normal.",0,116,17,0,2,0,0,"",0.01377150323241949,0.08821485936641693,0.8980135917663574,"negativo"
"RafaelMaul1","2026-01-03","14:18:45","@BolsonaroSP @policiafederal Qualquer coisa faz outro concurso e pede a João Campos para lhe colocar em primeiro na canetada.",0,125,19,0,2,0,0,"",0.04513120651245117,0.7633808851242065,0.1914878785610199,"neutro"
"ProfiliHenrique","2026-01-03","14:17:37","@BolsonaroSP @policiafederal Perdeu mané",0,40,4,0,2,0,0,"",0.040028102695941925,0.561068594455719,0.3989033102989197,"neutro"
"pgsilva60","2026-01-03","14:17:35","@BolsonaroSP @policiafederal Vai trabalhar, vagabundo!",0,54,5,0,2,0,0,"",0.007706885691732168,0.021887026727199554,0.9704060554504395,"negativo"
"matilde_matheus","2026-01-03","14:16:24","@BolsonaroSP @policiafederal Não caiam nessa conversa mole para gado dormir. Estava licenciado como deputado. Perdeu o mandato tem que assumir o cargo de escrivão. Ou acha que vai viver de mamata a vida toda??? Pode começar a procurar emprego no Mac Donald para fritar hambúrguer.",0,280,45,0,2,0,0,"",0.019910860806703568,0.10138890892267227,0.8787002563476562,"negativo"
"HuskyAlvim","2026-01-03","14:16:15","@BolsonaroSP @policiafederal ""jamais trocaria minha honra"" VOCÊ NÃO PODE TROCAR O QUE NUNCA TEVE https://t.co/PH1gEVO6uk",1,120,15,0,2,1,0,"",0.04376900568604469,0.8067135810852051,0.14951737225055695,"neutro"
"Xblue1393661","2026-01-03","14:15:39","@BolsonaroSP @policiafederal Vem trabalhar, filho!",0,50,5,0,2,0,0,"",0.0327753871679306,0.26421260833740234,0.7030120491981506,"negativo"
"patitricolor","2026-01-03","14:15:08","@LOuspensky @marioadolfo @BolsonaroSP @policiafederal Ahh, vai arrumar serviço. Ou alfabetização 🙄",0,98,11,1,4,0,0,"",0.0031511737033724785,0.016164440661668777,0.9806843400001526,"negativo"
"LOuspensky","2026-01-03","14:14:51","@patitricolor @marioadolfo @BolsonaroSP @policiafederal Vai lá, tira do teu salário e banca o marmanjo barbado lá nos EUA. Quadrúpede!!! Vai defender o indefensável, mula, burra do caralho. Se bobear é um adolescente de tão burro pra vida. Acorda, perdeu mané. Se for chorar mais manda áudio.",0,292,46,0,4,3,0,"",0.005076804663985968,0.008133937604725361,0.9867892861366272,"negativo"
"juliana_do24851","2026-01-03","14:14:28","@BolsonaroSP @policiafederal Gigante Eduardo Bolsonaro 🙌🇧🇷",0,58,6,2,2,0,0,"",0.9128097295761108,0.08161794394254684,0.005572342313826084,"positivo"
"Manomiix","2026-01-03","14:14:01","@BolsonaroSP @policiafederal Tu é alérgico a trabalho ?",0,55,8,0,2,0,0,"",0.013526947237551212,0.7842487096786499,0.20222435891628265,"neutro"
"LOuspensky","2026-01-03","14:13:00","@patitricolor @marioadolfo @BolsonaroSP @policiafederal Ele escreve q podem fazer o q quiser, mas não significa q ele não esta preocupado, tanto q fala que vai lutar pra nao perder o cargo. Então não tem essa de enfiar no kool, como vc idiota, quadrupede, mamadora de golpista, imagina q seja.",0,293,49,0,4,4,0,"",0.012886335141956806,0.036093469709157944,0.9510201215744019,"negativo"
"andresramilo","2026-01-03","14:12:40","@BolsonaroSP @policiafederal Cara vc quer o que? É a lei. Quer que se descumpra a lei? Vc não é melhor que ninguém pra manter cargo sem trabalhar. Quer se manter na PF? Volte pra trabalhar. Gestapo o cacete. Vc se meteu nessa situação pq é um burro. Perdeu mandato, vai perder o cargo e se voltar a liberdade.",0,309,58,0,2,0,0,"",0.004807196091860533,0.011240390129387379,0.9839524626731873,"negativo"
"CaosGermando","2026-01-03","14:12:35","@ABaialardi @Omardeideais @BolsonaroSP @policiafederal Taxista, diarista, ui ui ui...kkkkkkkk vcs são uma comédia.",0,114,13,0,4,0,0,"",0.010768541134893894,0.029385065659880638,0.9598463773727417,"negativo"
"Aweya78","2026-01-03","14:12:07","@BolsonaroSP @policiafederal Te chamaram só pra trabalhar, assim como todos no Brasil.",0,86,12,0,2,0,0,"",0.033138591796159744,0.9038353562355042,0.0630260556936264,"neutro"
"ABaialardi","2026-01-03","14:11:20","@CaosGermando @Omardeideais @BolsonaroSP @policiafederal Fascista sempre se acha perseguido. Virem gente.",0,105,11,0,4,4,0,"",0.006869536358863115,0.07441326975822449,0.9187171459197998,"negativo"
"patitricolor","2026-01-03","14:11:17","@LOuspensky @marioadolfo @BolsonaroSP @policiafederal E manda a Jonga trabalhar lá na Itaipu, de onde ela sempre recebeu salário, sem ninguém saber pra fazer o que",0,163,25,0,4,0,0,"",0.057916510850191116,0.6058350205421448,0.33624839782714844,"neutro"
"fabio0904","2026-01-03","14:11:13","@BolsonaroSP @policiafederal Esse é machão. Mas lá nos EUA. E ainda dizem que são patriotas. Bando de bunda mole, isso sim. Abandono de emprego é igual pra todos inclusive pra você meu caro patriota bunda mole.",0,210,36,0,2,0,0,"",0.004780629184097052,0.009386646561324596,0.9858328104019165,"negativo"
"exartilheiro","2026-01-03","14:11:09","@BolsonaroSP @policiafederal Vai trabalhar, vagabundo.",0,54,5,0,2,0,0,"",0.007830273360013962,0.024463830515742302,0.9677059054374695,"negativo"
"87aafef0fe0848d","2026-01-03","14:10:56","@BolsonaroSP @policiafederal Kkkkkk",0,35,3,0,2,0,0,"",0.2878306806087494,0.6253487467765808,0.08682053536176682,"neutro"
"simonepsi7","2026-01-03","14:10:54","@BolsonaroSP @policiafederal Que horror, isso é um absurdo mesmo. O seu empregador vai te demitir se vc não for trabalhar, quanto injustiça, querem que vc trabalhe e seja digno do seu salário, quanto injustiça meu Deus !",0,220,37,0,2,0,0,"",0.004578940570354462,0.004899612627923489,0.9905214309692383,"negativo"
"Spacepiratex000","2026-01-03","14:10:05","@Omardeideais @BolsonaroSP @policiafederal O, Omar. Cheirador não!! Todo mundo sabe que ele é viciado em crack.",0,111,16,0,3,0,0,"",0.0183224156498909,0.3970724642276764,0.5846051573753357,"negativo"
"Spacepiratex000","2026-01-03","14:09:39","@BolsonaroSP @policiafederal Tu tem medo de trabalhar é seu filho de uma puta vagabundo do caralho?",0,99,16,0,2,0,0,"",0.005738317500799894,0.016391078010201454,0.9778705835342407,"negativo"
"tosuavemano","2026-01-03","14:09:36","@MedicoLiberdade @BolsonaroSP @policiafederal Kkkkkkkkkkjjjj não cansa de passar vergonha",0,89,9,0,3,1,0,"",0.006055115256458521,0.011964594013988972,0.9819803237915039,"negativo"
"patitricolor","2026-01-03","14:09:08","@LOuspensky @marioadolfo @BolsonaroSP @policiafederal “Que a Gestapo faça o que bem entender com meu concurso público” Analfa!",0,126,17,0,4,0,0,"",0.0956931784749031,0.6992588639259338,0.20504796504974365,"neutro"
"Hasvainer","2026-01-03","14:08:37","@BolsonaroSP @policiafederal Eduardo, não estão pedindo que você se mate. Estão pedindo apenas que você compareça ao trabalho.",0,126,18,0,2,0,0,"",0.10684702545404434,0.8277079463005066,0.06544507294893265,"neutro"
"netosport16","2026-01-03","14:08:10","@BolsonaroSP @policiafederal Só estão te chamando pra trabalhar",0,63,8,0,2,0,0,"",0.03358318656682968,0.8919230699539185,0.0744936615228653,"neutro"
"Guilherme_S_C_I","2026-01-03","14:06:57","@BolsonaroSP @policiafederal Imagina alguem querendo que ele trabalhe 😂😂😂",0,73,9,3,2,0,0,"",0.4352051615715027,0.4225214719772339,0.14227336645126343,"positivo"
"patitricolor","2026-01-03","14:06:47","@loucoporti100 @marioadolfo @BolsonaroSP @policiafederal Trabalhadora é a Jonga que ninguém nem sabe como viveu de Itaipu a vida toda, SEM concurso",0,147,21,0,4,0,0,"",0.012993911281228065,0.26196175813674927,0.725044310092926,"negativo"
"ElviaLane","2026-01-03","14:06:41","@BolsonaroSP @policiafederal Não gosta de trabalhar mesmo... tsc, tsc, tsc.",0,75,10,0,2,0,0,"",0.014043276198208332,0.2343011200428009,0.7516555786132812,"negativo"
"carlapiranda","2026-01-03","14:06:04","@BolsonaroSP @policiafederal Vai trabalhar vagabundo",0,52,5,0,2,0,0,"",0.007590020075440407,0.02255784533917904,0.9698521494865417,"negativo"
"psantossoares93","2026-01-03","14:06:04","@DouglasRMR85 @viegastt @SouFlamengo8119 @delaurentiis_br @BolsonaroSP @policiafederal Foda se, que seja preso também. Aí por isso tu tem que ficar mamando as bola de um parlamentar pra ele viver nos Estados Unidos com o meu e o teu dinheiro, seu animal?",0,254,40,0,6,1,0,"",0.01590297371149063,0.05233445391058922,0.9317625761032104,"negativo"
"nnataliamoura","2026-01-03","14:05:07","@BolsonaroSP @policiafederal Queria ser deputado federal home office: não conseguiu. Agora quer ser policial federal home office também. Que palhaço!!!!!!",0,154,20,0,2,0,0,"",0.0030075942631810904,0.01100790873169899,0.9859844446182251,"negativo"
"carlospebr","2026-01-03","14:04:44","@BolsonaroSP @policiafederal no caso pode faltar Indefinidamente?",0,65,7,0,2,0,0,"",0.026745228096842766,0.91240394115448,0.06085074692964554,"neutro"
"LuisAugust80015","2026-01-03","14:03:34","@BolsonaroSP @policiafederal Que honra cara , tu é maluco, você é um traidor da pátria, nada mais que isso, cantar de galo aí de longe é mole , vem cantar aqui, ao eu digo que tu é macho!!!",0,189,38,0,2,0,0,"",0.10817022621631622,0.09923618286848068,0.7925935983657837,"negativo"
"LuisAlexandrino","2026-01-03","14:02:39","@BolsonaroSP @policiafederal Vai te foder seu traidor da pátria, safado, nem no Brasil estava e tá querendo mamar na teta dos nossos impostos",0,141,23,0,2,0,0,"",0.004368222318589687,0.008942817337810993,0.9866889119148254,"negativo"
"stenia999","2026-01-03","14:01:53","@BolsonaroSP @policiafederal Nós venceremos! 🇧🇷🇧🇷🇧🇷💪",0,52,5,4,2,0,0,"",0.7338536381721497,0.25379154086112976,0.012354843318462372,"positivo"
"jribett","2026-01-03","14:01:52","@clarke_de_souza @BolsonaroSP @policiafederal Todo fdp bolsoburro defende bandido, se diz ""pessoa de bem"", e ainda fala ""o povo brasileiro"", como se fosse representante da nação! Tnc!",0,183,26,0,3,0,0,"",0.003594651585444808,0.007758710533380508,0.9886466860771179,"negativo"
"fab_guimar","2026-01-03","14:01:35","@BolsonaroSP @policiafederal Estão fazendo o certo, diga-se de passagem. Você não é pago “por um emprego na burocracia pública” para ficar brincando de exilado nos EUA.",0,168,26,0,2,0,0,"",0.2705151438713074,0.30461227893829346,0.42487260699272156,"negativo"
"flaviocorradi","2026-01-03","14:01:25","@BolsonaroSP @policiafederal Você já era seu merda. Você não é mais nada.",0,73,12,0,2,0,0,"",0.05105152726173401,0.5314415097236633,0.4175068438053131,"neutro"
"AnarcoFino","2026-01-03","14:01:11","@BolsonaroSP @policiafederal Fala comigo, He-men, tu não gosta mesmo de trabalhar, né?",0,86,12,0,2,408,2,"",0.013434025458991528,0.64920574426651,0.3373601734638214,"neutro"
"ritabolsonaro26","2026-01-03","14:01:05","@BolsonaroSP @policiafederal Nunca trabalhou na vida.",0,53,6,0,2,0,0,"",0.008469761349260807,0.5624316930770874,0.4290984869003296,"neutro"
"Andrade_J_Neto","2026-01-03","14:00:16","@BolsonaroSP @policiafederal Vai trabalhar vagabundo!",0,53,5,0,2,0,0,"",0.007697731256484985,0.02028070017695427,0.9720215201377869,"negativo"
"Vivi60534402","2026-01-03","13:59:49","@BolsonaroSP @policiafederal Perdeu playboy 😂😂😂",0,47,5,3,2,0,0,"",0.5900482535362244,0.3149949610233307,0.09495680779218674,"positivo"
"LOuspensky","2026-01-03","13:59:25","@patitricolor @marioadolfo @BolsonaroSP @policiafederal Vc que é idiota🤣🤣🤣 Dizendo q ele mandou enfiar no kool, quando na verdade não foi isso q ele escreveu e nem isso que ele falou. E ainda larga, lutar pelo q é certo🤦‍♂️ Ele tem q trabalhar, é só isso. Ou vai ou não vai, simples. Quadrúpedes, é a involução a olhos vistos kkkk",0,330,59,4,4,4,0,"",0.018145989626646042,0.02783125638961792,0.9540227055549622,"negativo"
"DLMHJG_","2026-01-03","13:58:58","@BolsonaroSP @policiafederal vai trabalhar vagabundo",0,52,5,0,2,0,0,"",0.007268005050718784,0.02252032421529293,0.9702117443084717,"negativo"
"BastiaoRaposa","2026-01-03","13:58:54","@adilsonhefler @CairoDeOrleans @BolsonaroSP @policiafederal É sempre assim. Apagam as vergonhas e os bloqueiam kkkkkkk",0,118,14,0,4,1,0,"",0.020060114562511444,0.2755032479763031,0.7044366002082825,"negativo"
"EneidaRocha14","2026-01-03","13:58:41","@DaltonMachadoG @BolsonaroSP @policiafederal Eu, hein! Achei que todo funcionário deveria comparecer no trabalho!",0,113,13,0,3,1,0,"",0.4505079984664917,0.46149441599845886,0.08799751847982407,"neutro"
"PaulaPreira1","2026-01-03","13:58:17","@BolsonaroSP @policiafederal Escala 0x365 é boa demais!",0,55,7,0,2,0,0,"",0.9493484497070312,0.045117855072021484,0.0055337571538984776,"positivo"
"LuddyAlmeida","2026-01-03","13:58:06","@BolsonaroSP @policiafederal https://t.co/Q3yxhXwWAi",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"LuddyAlmeida","2026-01-03","13:57:18","@BolsonaroSP @policiafederal Você começa segunda às 07h00 em ponto!",0,67,9,0,2,0,0,"",0.02220764569938183,0.9633232355117798,0.014469112269580364,"neutro"
"Brunoabrss","2026-01-03","13:57:07","@BolsonaroSP @policiafederal Vai trabalhar seu vagabundo",0,56,6,0,2,0,0,"",0.007786900736391544,0.01880773901939392,0.9734053611755371,"negativo"
"dypolicarpio","2026-01-03","13:57:02","@BolsonaroSP @policiafederal Cachorro, depois não venha com o discurso que está perseguido ou exilado! Não subestime a inteligência dos brasileiros! Bora trabalhar parça!",0,170,23,0,2,0,0,"",0.018122317269444466,0.06763166189193726,0.9142460823059082,"negativo"
"jribett","2026-01-03","13:54:43","@BolsonaroSP @policiafederal O vagabundo tá revoltado porque vai ter que trabalhar pra receber salário, é isso, o resto é mugido pra assanhar a gadaiada!",0,153,24,0,2,3,0,"",0.024213643744587898,0.22399893403053284,0.7517874240875244,"negativo"
"Alfredo72210","2026-01-03","13:54:39","@BolsonaroSP @policiafederal Pra cima deles...",0,46,5,0,2,0,0,"",0.548282265663147,0.42831897735595703,0.023398740217089653,"positivo"
"notassobreomund","2026-01-03","13:54:28","@BolsonaroSP @policiafederal Parabéns Deputado! Não esperaria diferente! Eles estão usando isso para forçar uma volta sua e prender sem razão qualquer sua pessoa. Continue sendo inteligente...A vitória está mais perto que antes...Tenha fé!",0,239,33,0,2,0,0,"",0.9328656792640686,0.050860390067100525,0.01627395860850811,"positivo"
"JosRube31665192","2026-01-03","13:54:27","@BolsonaroSP @policiafederal Falou a mula que é sustentado por pix nos EUA. Serve nem para fritar hambúrguer",0,108,17,0,2,0,0,"",0.004580565728247166,0.019048089161515236,0.9763714075088501,"negativo"
"me_ibrahimovicc","2026-01-03","13:54:01","@BolsonaroSP @policiafederal Trabalhar é ruim mesmo, também não gosto Dudu",0,74,10,0,2,0,0,"",0.003221066202968359,0.007667440455406904,0.9891114830970764,"negativo"
"desenrolar48106","2026-01-03","13:52:59","@BolsonaroSP @policiafederal Foi caçado pq n comparecia ao trabalho e deve ser exonerado da PF pq TB n vai trabalhar. Se não fosse prós EUA brincar de super herói, e tivesse ficado aqui trabalhando, nada disso estaria acontecendo. Seu problema é a vagabundagem",0,260,43,0,2,0,0,"",0.02506275288760662,0.07785438746213913,0.8970829248428345,"negativo"
"AngelafGuedes","2026-01-03","13:51:08","@BolsonaroSP @policiafederal Vai trabalhar. Dinheiro público não é mesada. O contribuinte não é teu patrocinador.",0,113,15,0,2,0,0,"",0.01054145023226738,0.02743963524699211,0.9620189666748047,"negativo"
"lustosa_fabio","2026-01-03","13:50:48","@BolsonaroSP @policiafederal Honra de traidor e golpista como você é estrume. Mas disso o seu gado entende, não é, chapeiro?",0,124,20,0,2,0,0,"",0.010397092439234257,0.060445066541433334,0.9291578531265259,"negativo"
"Danieldias2013","2026-01-03","13:50:07","@BolsonaroSP @policiafederal https://t.co/tjI7HpRAtG",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"whiskey382","2026-01-03","13:49:43","@BolsonaroSP @policiafederal Isso é um fdp.",0,43,6,0,2,0,0,"",0.004712990950793028,0.007707365322858095,0.9875796437263489,"negativo"
"marcelokaneca","2026-01-03","13:48:56","@BolsonaroSP @policiafederal Coitadinho, virou gente normal que tem que trabalhar …… volta pra casa vagabundo. E quem paga suas continhas em dólar?",0,147,22,0,2,0,0,"",0.004630057606846094,0.01591787301003933,0.9794520139694214,"negativo"
"luanbolinho","2026-01-03","13:48:23","@BolsonaroSP @policiafederal ei princesa https://t.co/wfNkNEq6JZ",1,64,5,0,2,0,0,"",0.42632561922073364,0.5445123910903931,0.029161924496293068,"neutro"
"ritaribee","2026-01-03","13:48:09","@BolsonaroSP @policiafederal Vou dormir em pé na rede",0,53,8,0,2,0,0,"",0.06691466271877289,0.8468019366264343,0.08628332614898682,"neutro"
"Gatoprek","2026-01-03","13:47:04","@BolsonaroSP @policiafederal Ou seja não quer trabalhar mesmo hein vagabundo?! Já vi gente vagabunda mas nesse nível🤣🤣 se ver carteira de trabalho sai correndo😄",0,160,24,3,2,0,0,"",0.08296681940555573,0.08418203145265579,0.8328511118888855,"negativo"
"danilosalum","2026-01-03","13:46:59","@BolsonaroSP @policiafederal Vai trabalhar!!",0,44,4,0,2,0,0,"",0.0313844196498394,0.270394504070282,0.6982212066650391,"negativo"
"carlosargomes26","2026-01-03","13:46:57","@BolsonaroSP @policiafederal Trabalhar não é o forte da sua família mesmo",0,73,11,0,2,0,0,"",0.011377093382179737,0.45314112305641174,0.5354817509651184,"negativo"
"Kc4Tw","2026-01-03","13:46:43","@AbnerSeminara @Zaratus26 @BolsonaroSP @policiafederal Pela sua, dá pra ver que você é uma bixona passiva",0,105,15,0,4,1,0,"",0.014851978048682213,0.5280275344848633,0.45712047815322876,"neutro"
"MolaMolera","2026-01-03","13:46:01","@BolsonaroSP @policiafederal Se tem uma familia que tem medo de trabalhar é essa kkkkkkkk foi mostrar a carteira de trabalho o bicho ficou brabo",0,144,24,0,2,0,0,"",0.09493226557970047,0.6030978560447693,0.30196988582611084,"neutro"
"CaiadoMaressa","2026-01-03","13:45:21","@BolsonaroSP @policiafederal Vai trabalhar vagabundo!",0,53,5,0,2,0,0,"",0.007697731256484985,0.02028070017695427,0.9720215201377869,"negativo"
"_matews","2026-01-03","13:44:22","@BolsonaroSP @policiafederal o cara quer receber, sem trabalhar akakakak vtfd",0,77,10,0,2,0,0,"",0.012115918099880219,0.039698343724012375,0.9481856822967529,"negativo"
"d_kpdm","2026-01-03","13:43:11","@BolsonaroSP @policiafederal Volta pra cá assumir sua vaga de escrivão, atendente de balcão na PF.",0,98,15,0,2,0,0,"",0.09933432936668396,0.7163271903991699,0.1843384951353073,"neutro"
"Drausio5","2026-01-03","13:43:07","@BolsonaroSP @policiafederal O cara é chamado para voltar ao trabalho e faz esse mimimi...É muita aversão ao trabalho...pqp...Va- ga - bun - do.",0,144,23,0,2,0,0,"",0.0063109369948506355,0.012599053792655468,0.9810900092124939,"negativo"
"Tha_Gasparetto","2026-01-03","13:42:38","@JotaVidal88 @BolsonaroSP @policiafederal Mais jovem que você, disso eu não tenho dúvida que sou! É de 88 com essa lataria? Então a vida lhe castigou. E não fugi para Portugal. Quem está fugindo é o político que você defende. Esse aí foge de um trabalho... Eu mesmo sendo perseguida politicamente pelo Alexandre de",0,314,53,0,3,0,0,"",0.0877276211977005,0.46954724192619324,0.4427250623703003,"neutro"
"raffaelitalo9","2026-01-03","13:42:27","@BolsonaroSP @policiafederal Vai trabalhar, VAGABUNDO!",0,54,5,0,2,2,0,"",0.005993261467665434,0.01681589148938656,0.9771907329559326,"negativo"
"gabrielk7n","2026-01-03","13:42:06","@FunkeiroSim @Tha_Gasparetto @BolsonaroSP @policiafederal @grok ""arquivamento"" seletivo, o bandido pai tenta salvar o rabo do bandido filho,e o final TD mundo sabe https://t.co/OnsXxj4qsm",1,187,23,0,5,0,0,"",0.01826593279838562,0.2191578894853592,0.762576162815094,"negativo"
"ChupachupadaOP","2026-01-03","13:41:59","@BolsonaroSP @policiafederal Pode nem mais ser policial EAD, absurdo isso.",0,74,10,0,2,0,0,"",0.004103381186723709,0.010637338273227215,0.9852591753005981,"negativo"
"EduardoRafa88","2026-01-03","13:41:16","@Alllexand @vaniafoortes @marioadolfo @BolsonaroSP @policiafederal Petista falando de trabalho.. Kkkkkkkkkkkkk",0,110,10,0,5,0,0,"",0.041546713560819626,0.3491249978542328,0.6093282699584961,"negativo"
"mrny32","2026-01-03","13:40:41","@BolsonaroSP @policiafederal Teta gorda amigo",0,45,5,0,2,0,0,"",0.022124383598566055,0.2799033522605896,0.6979722380638123,"negativo"
"EduardoRafa88","2026-01-03","13:40:34","@crbragaglia @vaniafoortes @marioadolfo @BolsonaroSP @policiafederal O que ele tentou fazer?",0,92,10,0,5,0,0,"",0.006976837757974863,0.9443204402923584,0.048702728003263474,"neutro"
"crviana30","2026-01-03","13:40:05","@BolsonaroSP @policiafederal Tudo para não trabalhar!",0,53,6,0,2,0,0,"",0.0111208101734519,0.19332125782966614,0.7955579161643982,"negativo"
